# 加成描述到Effect名称|modified_attribute_name的映射字典
# 格式: 加成描述: effect_name|modified_attr_name

## 能量炮台

xx% 能量炮台伤害加成: modifyDamageMultiplierBonusPerCycle|damageMultiplierBonusPerCycle
xx% 能量炮台伤害加成: moduleBonusAssaultDamageControl|shieldEmDamageResonance/shieldExplosiveDamageResonance/shieldKineticDamageResonance/shieldThermalDamageResonance/armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance/armorThermalDamageResonance/hullEmDamageResonance/hullExplosiveDamageResonance/hullKineticDamageResonance/hullThermalDamageResonance
xx% 能量炮台伤害加成: moduleBonusBastionModule|remoteRepairImpedance/remoteAssistanceImpedance/sensorDampenerResistance/weaponDisruptionResistance/targetPainterResistance/scanGravimetricStrength/scanMagnetometricStrength/scanRadarStrength/scanLadarStrength/maxVelocity/warpScrambleStatus/disallowDocking/disallowTethering/armorDamageAmount/shieldBonus/maxRange/maxRange/maxRange/falloff/falloff/falloff/maxVelocity/maxVelocity/maxVelocity/speed/speed/speed/speed/speed/speed/speed/armorEmDamageResonance/armorKineticDamageResonance/armorExplosiveDamageResonance/armorThermalDamageResonance/emDamageResonance/explosiveDamageResonance/kineticDamageResonance/thermalDamageResonance/shieldEmDamageResonance/shieldKineticDamageResonance/shieldExplosiveDamageResonance/shieldThermalDamageResonance/speed/maxRange/duration/capacitorNeed/duration/capacitorNeed
xx% 能量炮台伤害加成: moduleBonusSacribisBastion|remoteRepairImpedance/remoteAssistanceImpedance/sensorDampenerResistance/weaponDisruptionResistance/targetPainterResistance/scanGravimetricStrength/scanMagnetometricStrength/scanRadarStrength/scanLadarStrength/maxVelocity/warpScrambleStatus/disallowDocking/disallowTethering/armorDamageAmount/shieldBonus/armorEmDamageResonance/armorKineticDamageResonance/armorExplosiveDamageResonance/armorThermalDamageResonance/emDamageResonance/explosiveDamageResonance/kineticDamageResonance/thermalDamageResonance/shieldEmDamageResonance/shieldKineticDamageResonance/shieldExplosiveDamageResonance/shieldThermalDamageResonance/damageMultiplier/maxRange/falloff/maxVelocity
xx% 能量炮台伤害加成: moduleBonusSiegeModule|remoteAssistanceImpedance/sensorDampenerResistance/weaponDisruptionResistance/ECMResistance/maxVelocity/warpScrambleStatus/disallowDocking/disallowTethering/mass/armorDamageAmount/shieldBonus/duration/duration/maxVelocity/kineticDamage/thermalDamage/emDamage/explosiveDamage/kineticDamage/thermalDamage/emDamage/explosiveDamage/emDamage/explosiveDamage/kineticDamage/thermalDamage/speed/speed/damageMultiplier/damageMultiplier/damageMultiplier/gateScrambleStatus/remoteRepairImpedance/damageMultiplier/speed
xx% 能量炮台伤害加成: moduleBonusSkillModule59807|canUpgradeSlotCount/damageMultiplier/emDamage/explosiveDamage/kineticDamage/thermalDamage/rechargeRate/armorDamageAmount/shieldBonus
xx% 能量炮台伤害加成: moduleBonusStellianTriageModule|remoteRepairImpedance/remoteAssistanceImpedance/sensorDampenerResistance/ECMResistance/emDamage/explosiveDamage/kineticDamage/thermalDamage/maxVelocity/warpScrambleStatus/disallowDocking/disallowTethering/mass/capacitorNeed/capacitorNeed/capacitorNeed/capacitorNeed/capacitorNeed/capacitorNeed/capacitorNeed/duration/maxRange/armorDamageAmount/scanResolution/duration/gateScrambleStatus/armorDamageAmount
xx% 能量炮台伤害加成: moduleBonusTriageModule|remoteRepairImpedance/remoteAssistanceImpedance/sensorDampenerResistance/ECMResistance/emDamage/explosiveDamage/kineticDamage/thermalDamage/maxVelocity/warpScrambleStatus/disallowDocking/disallowTethering/mass/capacitorNeed/capacitorNeed/capacitorNeed/capacitorNeed/capacitorNeed/capacitorNeed/capacitorNeed/armorDamageAmount/shieldBonus/powerTransferAmount/structureDamageAmount/duration/duration/duration/duration/maxRange/maxRange/maxRange/maxRange/falloffEffectiveness/falloffEffectiveness/falloffEffectiveness/falloffEffectiveness/scanResolution/maxLockedTargets/armorDamageAmount/shieldBonus/duration/duration/gateScrambleStatus
xx% 能量炮台伤害加成: npcBehaviorSiege|remoteRepairImpedance/remoteAssistanceImpedance/sensorDampenerResistance/weaponDisruptionResistance/ECMResistance/maxVelocity/warpScrambleStatus/disallowTethering/mass/behaviorArmorRepairerAmount/behaviorArmorRepairerDuration/behaviorShieldBoosterAmount/behaviorShieldBoosterDuration/damageMultiplier/missileDamageMultiplier
xx% 能量炮台伤害加成: overloadSelfDamageBonus|damageMultiplier
xx% 能量炮台伤害加成: precursorWeaponDamageMultiplyPassive|damageMultiplier
xx% 能量炮台伤害加成: precursorWeaponDamagePerCycleMultiplyPassive|damageMultiplierBonusPerCycle
xx% 能量炮台伤害加成: projectileWeaponDamageMultiplyPassive|damageMultiplier
xx% 能量炮台伤害加成: projectileWeaponDamageMultiply|damageMultiplier
xx% 能量炮台伤害加成: roguelikeDynamicArtilleryCannonDamageMultiplierBonus|damageMultiplier
xx% 能量炮台伤害加成: roguelikeDynamicAutoCannonDamageDamageMultiplierBonus|damageMultiplier
xx% 能量炮台伤害加成: roleBonusMHTDamage1|damageMultiplier
xx% 能量炮台伤害加成: shipBonusCarrierConcord1FighterDamage|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier
xx% 能量炮台伤害加成: shipBonusCarrierG1FighterDamage|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier
xx% 能量炮台伤害加成: shipBonusCarrierM1FighterDamage|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier
xx% 能量炮台伤害加成: shipBonusDisruptionLanceDamage|emDamage/thermalDamage/kineticDamage/explosiveDamage
xx% 能量炮台伤害加成: shipBonusDreadnoughtA1DamageBonus|damageMultiplier
xx% 能量炮台伤害加成: shipBonusDreadnoughtC1DamageBonus|emDamage/thermalDamage/kineticDamage/explosiveDamage/emDamage/thermalDamage/kineticDamage/explosiveDamage/emDamage/thermalDamage/kineticDamage/explosiveDamage
xx% 能量炮台伤害加成: shipBonusDreadnoughtG1DamageBonus|damageMultiplier
xx% 能量炮台伤害加成: shipBonusDreadnoughtG1KinThermDamageBonus|kineticDamage/kineticDamage/kineticDamage/thermalDamage/thermalDamage/thermalDamage
xx% 能量炮台伤害加成: shipBonusDreadnoughtG4DamageBonus|damageMultiplier
xx% 能量炮台伤害加成: shipBonusDreadnoughtM1DamageBonus|damageMultiplier
xx% 能量炮台伤害加成: shipBonusDreadnoughtPC1DamageMultMax|damageMultiplier
xx% 能量炮台伤害加成: shipBonusEliteCover2TorpedoEMDamage|emDamage
xx% 能量炮台伤害加成: shipBonusEliteCover2TorpedoExplosiveDamage|explosiveDamage
xx% 能量炮台伤害加成: shipBonusEliteCover2TorpedoKineticDamage|kineticDamage
xx% 能量炮台伤害加成: shipBonusEliteCover2TorpedoThermalDamage|thermalDamage
xx% 能量炮台伤害加成: shipBonusForceAuxiliaryA1RemoteRepairAndCapAmount|powerTransferAmount/armorDamageAmount
xx% 能量炮台伤害加成: shipBonusHMLEMDamageAC|emDamage
xx% 能量炮台伤害加成: shipBonusHMLExploDamageAC|explosiveDamage
xx% 能量炮台伤害加成: shipBonusHMLKineticDamageAC|kineticDamage
xx% 能量炮台伤害加成: shipBonusHMLThermDamageAC|thermalDamage
xx% 能量炮台伤害加成: shipBonusHeatDamageATF1|heatDamage
xx% 能量炮台伤害加成: shipBonusHeavyInterdictorsReduceHeatDamageBonus1|heatDamage
xx% 能量炮台伤害加成: shipBonusOverloadRodAndDamageBounsMC2|overloadRofBonus/overloadDamageModifier
xx% 能量炮台伤害加成: shipBonusPBC1DisintegratorDamage|damageMultiplier
xx% 能量炮台伤害加成: shipBonusPD1DisintegratorDamage|damageMultiplier
xx% 能量炮台伤害加成: shipBonusPirateFrigateProjDamage|damageMultiplier
xx% 能量炮台伤害加成: shipBonusProjectileDamageMBC1|damageMultiplier
xx% 能量炮台伤害加成: shipBonusProjectileDamageMBC2|damageMultiplier
xx% 能量炮台伤害加成: shipBonusRoguelikeTalent1131|damageMultiplier
xx% 能量炮台伤害加成: shipBonusRole3StarTiamatMaxDamage|damageMultiplierBonusMax
xx% 能量炮台伤害加成: shipBonusRole4FighterDamageAndHitpoints|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier/shieldCapacity
xx% 能量炮台伤害加成: shipBonusSentryDamageMultiplierGC3|damageMultiplier
xx% 能量炮台伤害加成: shipBonusStrategicCruiserAmarrHeatDamage|heatDamage
xx% 能量炮台伤害加成: shipBonusStrategicCruiserCaldariHeatDamage|heatDamage
xx% 能量炮台伤害加成: shipBonusStrategicCruiserGallenteHeatDamage|heatDamage
xx% 能量炮台伤害加成: shipBonusStrategicCruiserMinmatarHeatDamage|heatDamage
xx% 能量炮台伤害加成: shipBonusSupercarrierA1FighterDamage|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier
xx% 能量炮台伤害加成: shipBonusSupercarrierC1FighterDamage|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier
xx% 能量炮台伤害加成: shipBonusSupercarrierG1FighterDamage|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier
xx% 能量炮台伤害加成: shipBonusSupercarrierM1FighterDamage|fighterAbilityAttackMissileDamageMultiplier/fighterAbilityAttackTurretDamageMultiplier/fighterAbilityMissilesDamageMultiplier
xx% 能量炮台伤害加成: shipBonusTitanA1DamageBonus|damageMultiplier
xx% 能量炮台伤害加成: shipBonusTitanC1KinDamageBonus|kineticDamage/kineticDamage
xx% 能量炮台伤害加成: shipBonusTitanC5AllDamageBonus|emDamage/thermalDamage/explosiveDamage/emDamage/thermalDamage/explosiveDamage
xx% 能量炮台伤害加成: shipBonusTitanG1DamageBonus|damageMultiplier
xx% 能量炮台伤害加成: shipBonusTitanG1KinThermDamageBonus|kineticDamage/kineticDamage/thermalDamage/thermalDamage
xx% 能量炮台伤害加成: shipBonusTitanG2EMExplosiveDamageBonus|emDamage/explosiveDamage/emDamage/explosiveDamage
xx% 能量炮台伤害加成: shipBonusTitanM1DamageBonus|damageMultiplier
xx% 能量炮台伤害加成: shipBonusTorpDamageColossus1|explosiveDamage/emDamage/kineticDamage/thermalDamage
xx% 能量炮台伤害加成: shipBonusTorpedoDamageAB|emDamage/thermalDamage/kineticDamage/explosiveDamage
xx% 能量炮台伤害加成: shipBonusUB1upwellDamage|damageMultiplier
xx% 能量炮台伤害加成: shipBonusUF2damage|damageMultiplier
xx% 能量炮台伤害加成: shipDmgMultiMaxEliteGunship1|damageMultiplierBonusMax
xx% 能量炮台伤害加成: shipDmgMultiMaxEliteHeavyGunship1|damageMultiplierBonusMax
xx% 小型能量炮台伤害加成: shipETDamageAF|damageMultiplier
xx% 能量炮台伤害加成: shipHTDamageBonusCC|damageMultiplier
xx% 能量炮台伤害加成: shipHTDmgBonusGB|damageMultiplier
xx% 能量炮台伤害加成: shipHTDmgBonusfixedGC|damageMultiplier
xx% 能量炮台伤害加成: shipHeatDamageAmarrTacticalDestroyer3|heatDamage
xx% 能量炮台伤害加成: shipHeatDamageCaldariTacticalDestroyer3|heatDamage
xx% 能量炮台伤害加成: shipHeatDamageGallenteTacticalDestroyer3|heatDamage
xx% 能量炮台伤害加成: shipHeatDamageMinmatarTacticalDestroyer3|heatDamage
xx% 能量炮台伤害加成: shipHybridDamageBonusCBC2|damageMultiplier
xx% 能量炮台伤害加成: shipHybridDamageBonusCF2|damageMultiplier
xx% 能量炮台伤害加成: shipHybridDamageBonusCF|damageMultiplier
xx% 能量炮台伤害加成: shipHybridDamageBonusCalNavyDestroyer|damageMultiplier
xx% 能量炮台伤害加成: shipHybridDamageBonusGBC2|damageMultiplier
xx% 能量炮台伤害加成: shipHybridDamageBonusGalNavyDestroyer|damageMultiplier
xx% 能量炮台伤害加成: shipHybridDmg1CBC2|damageMultiplier
xx% 能量炮台伤害加成: shipHybridDmg1GBC1|damageMultiplier
xx% 能量炮台伤害加成: shipHybridDmgPirateBattleship|damageMultiplier
xx% 能量炮台伤害加成: shipHybridDmgPirateCruiser|damageMultiplier
xx% 能量炮台伤害加成: shipLaserDamageBonusABC2|damageMultiplier
xx% 能量炮台伤害加成: shipLaserDamagePirateBattleship|damageMultiplier
xx% 能量炮台伤害加成: shipMETCDamageBonusAC|damageMultiplier
xx% 能量炮台伤害加成: shipMETDamageBonusAC2|damageMultiplier
xx% 能量炮台伤害加成: shipModeSETDamagePostDiv|damageMultiplier
xx% 能量炮台伤害加成: shipModeSHTDamagePostDiv|damageMultiplier
xx% 能量炮台伤害加成: shipModeSPTDamagePostDiv|damageMultiplier
xx% 能量炮台伤害加成: shipPCBSDamageMuiltiplierPerCycleBonusPCBS1|damageMultiplierBonusPerCycle
xx% 能量炮台伤害加成: shipPCBSDmgBonusPCBS2|damageMultiplier
xx% 能量炮台伤害加成: shipPDmgBonusMF|damageMultiplier
xx% 能量炮台伤害加成: shipPTDmgBonusMB|damageMultiplier
xx% 能量炮台伤害加成: shipPTdamageBonusMB2|damageMultiplier
xx% 能量炮台伤害加成: shipProjectileDamageMD1|damageMultiplier
xx% 能量炮台伤害加成: shipProjectileDamageMinNavyDestroyer|damageMultiplier
xx% 能量炮台伤害加成: shipProjectileDmgMC2|damageMultiplier
xx% 能量炮台伤害加成: shipProjectileDmgMC|damageMultiplier
xx% 能量炮台伤害加成: shipProjectileDmgPirateCruiser|damageMultiplier
xx% 能量炮台伤害加成: shipRoleBonusHAMDamage|kineticDamage/explosiveDamage/emDamage/thermalDamage
xx% 能量炮台伤害加成: shipRoleBonusMPTDamage|damageMultiplier
xx% 能量炮台伤害加成: shipRoleBonusRocketDamage|kineticDamage/explosiveDamage/emDamage/thermalDamage
xx% 能量炮台伤害加成: shipRoleBonusSPTDamage|damageMultiplier
xx% 能量炮台伤害加成: shipSETDamageAmarrTacticalDestroyer1|damageMultiplier
xx% 能量炮台伤害加成: shipSETDmgBonus2AF|damageMultiplier
xx% 小型能量炮台伤害加成: shipSETDmgBonusAF|damageMultiplier
xx% 能量炮台伤害加成: shipSETDmgBonusRookie|damageMultiplier
xx% 能量炮台伤害加成: shipSHTDmgBonusGF|damageMultiplier
xx% 能量炮台伤害加成: shipSHTDmgBonusRookie|damageMultiplier
xx% 能量炮台伤害加成: shipSPTDamageMinmatarTacticalDestroyer1|damageMultiplier
xx% 能量炮台伤害加成: shipSPTDmgBonusRookie|damageMultiplier
xx% 能量炮台伤害加成: shipbonusPCTDamagePC1|damageMultiplier
xx% 能量炮台伤害加成: shipbonusPCTDamagePF1|damageMultiplier
xx% 能量炮台伤害加成: skillBoostDamageMultiplierBonus|damageMultiplierBonus
xx% 能量炮台伤害加成: skillBoostRoguelikeDynamicTurretDamageMultiplierBonus|damageMultiplierBonus
xx% 能量炮台伤害加成: skillDotMaxDamagePerTickBonusSkillLevel|dotMaxDamagePerTickBonus
xx% 能量炮台伤害加成: skillDotMaxDamagePerTickBonus|dotMaxDamagePerTick
xx% 能量炮台伤害加成: solarFlareShipBonusMedEnergyTurretDmg|damageMultiplier/damageMultiplier
xx% 能量炮台伤害加成: solarFlareShipBonusMedHybridTurretDmg|damageMultiplier/damageMultiplier
xx% 能量炮台伤害加成: solarFlareShipBonusMedProjectileTurretDmg|damageMultiplier/damageMultiplier
xx% 能量炮台伤害加成: solarFlareShipRoleBonusProjectileDamage|damageMultiplier/damageMultiplier
xx% 能量炮台伤害加成: solarFlareWeaponBonusMedAutoCannonDmg|damageMultiplier
xx% 能量炮台伤害加成: solarFlareWeaponBonusMedBeamLaserDmg|damageMultiplier
xx% 能量炮台伤害加成: solarFlareWeaponBonusMedBlasterDmg|damageMultiplier
xx% 能量炮台伤害加成: solarFlareWeaponBonusMedPulseLaserDmg|damageMultiplier
xx% 能量炮台伤害加成: solarFlareWeaponBonusMedRailgunDmg|damageMultiplier
xx% 能量炮台伤害加成: subsystemBonusAmarrEngineeringHeatDamageReduction|heatDamage
xx% 能量炮台伤害加成: subsystemBonusAmarrOffensive2HAMExplosiveDamage|explosiveDamage
xx% 能量炮台伤害加成: subsystemBonusAmarrOffensive2HAMKineticDamage|kineticDamage
xx% 能量炮台伤害加成: subsystemBonusAmarrOffensive2HAMThermalDamage|thermalDamage
xx% 能量炮台伤害加成: subsystemBonusAmarrOffensiveEnergyWeaponDamageMultiplier|damageMultiplier
xx% 能量炮台伤害加成: subsystemBonusCaldariEngineeringHeatDamageReduction|heatDamage
xx% 能量炮台伤害加成: subsystemBonusCaldariOffensive2HybridWeaponDamageMultiplier|damageMultiplier
xx% 能量炮台伤害加成: subsystemBonusGallenteEngineeringHeatDamageReduction|heatDamage
xx% 能量炮台伤害加成: subsystemBonusGallenteOffensive2HybridWeaponDamageMultiplier|damageMultiplier
xx% 能量炮台伤害加成: subsystemBonusGallenteOffensiveHybridWeaponDamageMultiplier|damageMultiplier
xx% 能量炮台伤害加成: subsystemBonusMinmatarEngineeringHeatDamageReduction|heatDamage
xx% 能量炮台伤害加成: subsystemBonusMinmatarOffensive2ProjectileWeaponDamageMultiplier|damageMultiplier
xx% 能量炮台伤害加成: subsystemBonusMinmatarOffensive3RemoteRepHeat|overloadSelfDurationBonus/overloadSelfDurationBonus/overloadArmorDamageAmount/overloadShieldBonus
xx% 能量炮台伤害加成: surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipGroupEnergyWeapon|damageMultiplier
xx% 能量炮台伤害加成: surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipGroupHybridWeapon|damageMultiplier
xx% 能量炮台伤害加成: surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipGroupPrecursorTurret|damageMultiplier
xx% 能量炮台伤害加成: surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipGroupProjectileWeapon|damageMultiplier
xx% 能量炮台伤害加成: surgicalStrikeDamageMultiplierBonusPostPercentDamageMultiplierLocationShipModulesRequiringGunnery|damageMultiplier
xx% 能量炮台伤害加成: systemDamageEMBombs|emDamage
xx% 能量炮台伤害加成: systemDamageExplosiveBombs|explosiveDamage
xx% 能量炮台伤害加成: systemDamageFighters|damageMultiplier
xx% 能量炮台伤害加成: systemDamageKineticBombs|kineticDamage
xx% 能量炮台伤害加成: systemDamageMultiplierGunnery|damageMultiplier
xx% 能量炮台伤害加成: systemDamageThermalBombs|thermalDamage
xx% 能量炮台伤害加成: systemHeatDamageBonus|heatDamage
xx% 能量炮台伤害加成: systemHeatDamage|heatDamage
xx% 能量炮台伤害加成: systemOverloadDamageModifier|overloadDamageModifier
xx% 能量炮台伤害加成: systemPlasmaStorm|armorThermalDamageResonance/damageMultiplier/thermalDamage/emDamage/explosiveDamage/kineticDamage/damageMultiplier/trackingSpeed/shieldThermalDamageResonance/damageMultiplier/armorHP/aoeCloudSize/trackingSpeed/thermalDamageResonance/fighterAbilityAttackMissileExplosionRadius/fighterAbilityMissilesExplosionRadius
xx% 能量炮台伤害加成: systemRocketEmDamage|emDamage
xx% 能量炮台伤害加成: systemRocketExplosiveDamage|explosiveDamage
xx% 能量炮台伤害加成: systemRocketKineticDamage|kineticDamage
xx% 能量炮台伤害加成: systemRocketThermalDamage|thermalDamage
